customer_id,name,email,address,phone_number,registration_date,status,product,quantity,price,order_date,shipping_date,payment_method,order_status,last_login,latitude,longitude,transaction_id,ip_address,user_agent
565,Andrew Bullock,rodneyhowe@example.org,"792 Pearson Key Suite 666
New Joshua, NM 27982",(764)912-1503x11554,2024-07-08,pending,usually,2,79.17,2023-04-24,2024-12-07,PayPal,Delivered,2023-12-07 07:05:43.956620,56.211527,15.640947,bd648fbe-8d59-4a2f-bc22-8585ffeec946,108.46.113.71,Mozilla/5.0 (Windows NT 5.0; sa-IN; rv:1.9.2.20) Gecko/9166-07-04 02:47:08.367676 Firefox/3.6.5
566,Brandon Burke,john54@example.org,"649 Parker Grove
Lake Elizabethtown, NY 73149",+1-500-919-0837x0143,2024-06-28,pending,pretty,8,52.61,2022-03-01,2024-12-06,Bank Transfer,Shipped,2024-08-12 02:35:52.048583,46.1914095,-162.219546,40f6dea3-de91-4adb-9544-038fdaa3897c,115.150.186.245,Opera/9.27.(X11; Linux i686; doi-IN) Presto/2.9.187 Version/10.00
567,Tonya Erickson,brucelee@example.net,"8990 Mike Point
South Melindahaven, WV 59934",(575)749-4621x28643,2023-08-26,active,them,9,12.66,2024-03-17,2024-12-07,Credit Card,Processing,2024-09-29 22:10:47.461057,-67.536931,162.345034,526e5067-2abf-4715-9830-9a7d0ff59fe6,110.115.115.205,Opera/8.13.(X11; Linux x86_64; ce-RU) Presto/2.9.176 Version/12.00
568,Ian Martin MD,cynthiavelazquez@example.com,"131 Caldwell Ford
North Patricia, LA 54103",718-838-0409,2023-06-13,active,commercial,1,35.33,2024-08-15,2024-11-28,PayPal,Shipped,2023-11-27 15:29:10.451521,54.293208,155.986327,956d97b0-2ef2-47ba-a149-bb09c7d71860,23.198.91.1,Opera/9.25.(X11; Linux i686; wal-ET) Presto/2.9.168 Version/10.00
569,Brian Washington,robert64@example.com,"PSC 6798, Box 0469
APO AA 55735",4166737654,2024-03-17,inactive,baby,3,12.44,2022-02-03,2024-12-01,PayPal,Delivered,2024-08-29 15:14:04.845250,-77.998860,-130.986092,b208f56c-09fc-404d-8c24-8a31ee44bd62,78.90.38.183,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1)
570,Desiree Campbell,tbarnett@example.org,"6360 Allison Mountains Apt. 014
Derekton, KY 41086",615-829-8177,2023-06-17,inactive,fall,7,89.71,2022-10-25,2024-11-26,Bank Transfer,Shipped,2024-04-16 17:39:10.265353,-34.2328955,104.611936,253206a6-da8e-4aae-bda4-0b9f03ca86d5,13.167.175.184,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/11.0k3551.0 Mobile/73I232 Safari/532.0"
571,Deborah Anderson,rebecca72@example.org,"82627 Benjamin Valley Apt. 214
South Sabrinafort, IL 07706",001-432-449-4119x37643,2021-03-15,pending,better,9,67.17,2022-09-24,2024-12-11,Bank Transfer,Delivered,2024-02-13 16:27:50.141831,-20.1971545,-101.427074,8f6a79e8-cd27-44e6-b4fb-9e41a953efd9,76.252.52.254,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/58.0.859.0 Safari/531.0"
572,Barbara Dennis,nicholasadams@example.net,"099 Justin Lodge Suite 785
Martinfurt, MS 59072",888.861.5379,2022-08-27,pending,how,2,52.67,2022-04-06,2024-11-23,Credit Card,Shipped,2024-04-15 06:48:41.689378,55.2813525,-74.370098,240cc42d-9866-4a75-ae4e-daf79d0b3142,162.247.187.111,"Mozilla/5.0 (Windows 98) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/35.0.862.0 Safari/531.0"
573,Justin Rodriguez,petersonmichael@example.com,"56712 King Pike
Danielshire, ND 76865",001-927-284-6007x0635,2021-05-29,active,under,5,41.4,2024-10-15,2024-11-28,Bank Transfer,Cancelled,2024-02-21 05:35:15.432828,-34.364736,-78.467403,61c093c9-b73f-48c1-9713-417b42deebda,83.117.219.238,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/36.0.804.0 Safari/533.0"
574,James Tran,susanhancock@example.net,"9154 Kendra Lock Suite 690
Monicamouth, ID 92768",+1-942-924-0413,2023-02-01,active,my,1,66.73,2022-02-21,2024-12-19,Credit Card,Processing,2024-09-17 19:36:36.773902,-69.8623005,-131.295248,234d2122-8c28-48c6-97df-98f88846e823,63.242.238.180,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0)
575,Christopher Estrada,hoffmanvictoria@example.com,"9199 Erica Ports
East Andrewstad, SD 58293",300-294-0385x9776,2020-01-27,inactive,well,4,81.67,2022-10-21,2024-12-07,PayPal,Shipped,2024-06-27 02:41:47.585365,23.9077105,-152.823248,e79f235e-b450-4436-bb3a-2de816a9e87e,15.41.254.135,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.1)
576,Katie Williams,sophiapowers@example.org,"3421 Billy Crest Apt. 230
Virginiaborough, WA 57125",980-699-4162x63824,2024-09-10,pending,sea,10,27.21,2023-08-08,2024-12-16,PayPal,Processing,2024-01-14 03:39:50.474962,49.4356795,-0.015927,6e7b5cd7-7bb1-4931-98d4-321483e3a6ec,43.81.54.123,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.1)
577,Ann Green,qmartinez@example.net,"39420 Howard Underpass Suite 048
Lindsayside, UT 08166",836-392-5234,2023-10-28,inactive,administration,10,25.95,2023-03-25,2024-11-27,Credit Card,Cancelled,2024-08-08 19:27:44.917768,6.059736,-78.018262,02e74e5b-dfe2-47cc-8a39-cdb7839f8a62,173.164.1.159,Opera/9.26.(X11; Linux x86_64; cs-CZ) Presto/2.9.176 Version/10.00
578,Jamie Thomas,mcintoshjohn@example.org,"0679 Barr Mountains Suite 026
Jeffreyton, NC 01884",001-865-698-4142x2639,2021-11-19,inactive,we,2,54.54,2022-03-19,2024-11-22,PayPal,Delivered,2024-09-20 00:36:47.960552,10.9165845,-146.776299,9af55b6c-0e0a-4652-b675-d2af24e71320,52.25.125.238,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/47.0.858.0 Safari/535.2"
579,Nicholas Mack,jesus95@example.com,"11061 Chad Path
Johnsonmouth, ND 97528",898.989.1959x67959,2021-07-03,pending,together,7,14.91,2024-06-03,2024-12-14,PayPal,Cancelled,2024-11-21 17:48:55.513324,-73.8369935,-112.378980,44df9add-a4e9-4549-b3ab-efb0df02ce46,27.141.36.196,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/27.0.899.0 Safari/535.2"
580,Alan Garcia,christopheralvarado@example.org,"856 Wendy Course
Ronaldville, IA 45987",+1-971-376-5593x779,2024-03-30,inactive,plan,8,54.71,2023-02-07,2024-11-28,PayPal,Cancelled,2024-03-12 13:35:57.521171,-4.7206715,175.986770,719d2aa2-b80b-45bd-8445-04062f2b1ef3,49.231.166.59,Opera/8.25.(X11; Linux x86_64; om-KE) Presto/2.9.190 Version/10.00
581,James Williams,lee81@example.com,"581 Moreno Lake Apt. 269
Lake Penny, MN 75794",(724)845-9938,2024-01-30,pending,effort,7,27.66,2023-07-20,2024-12-09,Bank Transfer,Shipped,2023-11-23 13:22:19.450407,-10.7665815,-50.177769,07fec761-e489-4a10-ba65-aca32b92ce3a,92.130.9.3,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.0)
582,Paula Reynolds,jamie03@example.com,"4182 Yang Viaduct
Smithport, OH 86564",2714313837,2022-03-03,pending,relate,2,36.66,2022-08-09,2024-12-11,Credit Card,Processing,2024-09-21 04:26:24.105266,-54.501214,-101.154334,e843ba19-ca0a-44cc-a851-b7fa40693a94,17.152.6.117,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mn-MN) AppleWebKit/532.29.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.29.4"
583,Tammy Smith,jacksonheather@example.com,"55583 Justin Glens
New Melissastad, IA 84318",209-875-9995,2020-12-26,inactive,couple,2,41.75,2021-12-26,2024-11-24,Credit Card,Shipped,2024-08-11 03:34:02.448020,-80.339698,52.494046,547c88bd-6a20-4561-9102-01e2f4aa4554,60.157.121.166,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1 rv:5.0; csb-PL) AppleWebKit/535.7.5 (KHTML, like Gecko) Version/4.0 Safari/535.7.5"
584,Maria Sanchez,wandadavenport@example.org,"5952 Larson Vista Suite 934
Vickiberg, MN 52849",+1-647-373-5133x0305,2023-08-24,pending,down,1,82.6,2023-03-20,2024-11-23,Credit Card,Shipped,2023-12-10 07:21:24.956974,52.787739,-138.918198,562c0f75-7ef6-4653-83ee-87df061d1cdc,23.187.51.49,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.1)
585,Michael Cole,samuel18@example.net,"5251 Adam Wall Apt. 092
Robersonberg, IL 93643",525-759-4404,2022-11-20,active,food,10,16.64,2022-08-09,2024-12-13,PayPal,Processing,2024-03-18 12:58:50.302624,-5.157445,25.717977,4c9516a3-b45d-4957-8e66-d9255aaf5856,217.82.79.117,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9; rv:1.9.6.20) Gecko/2100-12-02 02:17:53.823998 Firefox/3.6.1
586,Julie Escobar,clarson@example.net,"42696 Jennifer Underpass
Benjaminfort, MT 54394",001-653-779-2428x599,2022-03-04,pending,soldier,9,68.45,2024-06-28,2024-11-25,Bank Transfer,Delivered,2023-12-05 18:21:58.576104,65.8314605,-62.523669,0b9e5892-91a4-4544-a882-0c2965a09712,1.75.193.181,Opera/8.15.(X11; Linux i686; hi-IN) Presto/2.9.188 Version/12.00
587,Dakota Johnson,bmurphy@example.org,"8582 Mcdaniel Courts Apt. 747
Lake Travis, MD 08738",001-577-814-9600x9387,2020-08-14,pending,south,4,47.07,2023-03-06,2024-12-09,Credit Card,Processing,2024-04-10 17:38:48.880274,-42.4037185,-97.049809,2e3ebbf2-2c39-4e25-b5d2-420c01a9c8b6,35.166.137.104,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/44.0.833.0 Safari/533.2"
588,Heather Martinez,bryansamantha@example.org,"14681 Charles Bridge
Port Elizabethview, WI 77236",(854)273-3553,2020-10-13,active,already,7,18.54,2023-12-07,2024-12-10,PayPal,Processing,2024-04-28 04:27:57.544993,82.269547,123.658994,3ea8b3ab-387a-46a3-a8ae-a61ee4e36b4d,208.174.131.113,Opera/8.65.(X11; Linux x86_64; ta-LK) Presto/2.9.177 Version/10.00
589,Ray Anderson,brian44@example.org,"Unit 7454 Box 9440
DPO AE 91868",(447)825-5321x53622,2021-08-10,inactive,reason,2,91.49,2022-09-25,2024-11-26,Bank Transfer,Cancelled,2023-12-11 04:29:39.808666,-25.746882,18.054469,58e9697d-74f5-4eec-92c6-f8ba03643d3e,48.92.205.170,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_2 rv:2.0; ln-CD) AppleWebKit/532.8.6 (KHTML, like Gecko) Version/5.0 Safari/532.8.6"
590,Christine Reynolds,michaelrhodes@example.com,"648 Matthew Fields Suite 621
East Stephen, IN 59660",631-496-0736x129,2021-09-04,inactive,structure,10,96.75,2022-02-02,2024-11-28,Credit Card,Delivered,2024-09-07 18:48:12.613646,68.7047245,142.206208,c3413b76-7bf1-45d0-be70-283d46037b5a,160.50.108.77,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/57.0.817.0 Safari/532.1"
591,James Ruiz,justinperez@example.org,"29247 Holly Harbors Apt. 627
West Frankstad, MI 45030",001-739-222-0183x894,2020-03-04,inactive,choose,4,81.02,2024-01-07,2024-12-08,PayPal,Delivered,2024-03-12 07:16:34.873413,62.0412115,-140.336021,62a44ed9-9dc9-4801-a11d-f9b1de521b1e,213.120.189.85,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/57.0.863.0 Mobile/58U756 Safari/536.2"
592,Lance Miles,schaeferbenjamin@example.net,"517 Chad Crescent Suite 056
Melissaland, NJ 94876",449-514-8764x368,2023-09-15,inactive,believe,5,30.16,2023-12-09,2024-11-24,Bank Transfer,Delivered,2024-01-03 02:54:24.846687,75.591576,1.579774,6b510a15-81dc-4ad8-9d50-50563129fb22,137.119.173.168,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.21.5 (KHTML, like Gecko) Version/5.1 Safari/531.21.5"
593,Samantha Lewis,dannymiller@example.net,"5139 Valerie Trafficway
Humphreyfort, GU 22197",001-531-810-9878x83790,2024-06-06,active,standard,1,32.15,2022-03-13,2024-11-22,PayPal,Shipped,2024-02-05 10:58:25.949480,60.109146,-38.725603,14d3172c-11ea-4f91-82cd-6f72342d22af,213.46.111.100,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; kn-IN) AppleWebKit/533.44.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.44.7"
594,Kristen Oliver,lerickson@example.org,"Unit 3288 Box 1001
DPO AP 52053",+1-735-491-8951,2022-12-31,inactive,under,9,83.97,2024-09-29,2024-12-09,Credit Card,Shipped,2024-01-26 06:35:36.047887,38.4736965,-0.036423,2478b758-9ef0-4534-8af7-a3698d52c788,185.176.126.188,Opera/9.91.(X11; Linux i686; en-NZ) Presto/2.9.171 Version/12.00
595,Jason Gonzales MD,tanderson@example.com,"12232 Ramos Street
Briantown, FL 28029",(325)502-8293x105,2023-02-27,inactive,spring,2,32.02,2022-08-15,2024-11-23,Bank Transfer,Processing,2024-02-17 22:30:23.102944,-24.4630095,31.064103,d7cc6aaf-b8fc-4e62-aa4a-a09a22b1fc86,159.250.16.247,Opera/9.62.(Windows 95; ar-MA) Presto/2.9.190 Version/11.00
596,Amanda Vang,walkerandrea@example.net,"5927 Brown Cliff Suite 135
Williamstown, MI 62353",524-866-5425,2020-10-22,inactive,key,4,50.74,2023-07-31,2024-11-30,Credit Card,Delivered,2024-11-21 12:26:21.179091,79.293406,169.422937,edf1fd3c-b12d-435b-8940-2970e83fa4a5,117.209.167.50,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; yi-US) AppleWebKit/531.30.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.30.2"
597,Barbara Burke,rlucas@example.com,"2815 Rocha Courts Apt. 097
East Christianberg, MA 89023",202-714-3780,2022-09-28,pending,indicate,9,84.31,2024-10-19,2024-12-11,Bank Transfer,Delivered,2024-01-24 16:49:12.478236,-2.014156,-77.224708,75b4ad1d-97a9-4083-a7f3-bed63fbda4e6,218.46.95.158,"Mozilla/5.0 (Linux; Android 1.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/52.0.825.0 Safari/534.1"
598,Dawn Mitchell,denisestevenson@example.net,"0882 Kimberly Harbor
Berryside, TN 07352",001-290-790-3586,2023-07-29,pending,popular,5,25.77,2023-03-23,2024-12-05,PayPal,Processing,2024-05-24 10:00:24.308524,-50.8300045,14.872111,02d20206-3720-48cc-8614-a00410c7eb79,82.25.230.214,Opera/8.59.(X11; Linux i686; ms-MY) Presto/2.9.185 Version/11.00
599,Kyle Washington,donaldmiller@example.org,"USNV Barr
FPO AA 00996",(253)372-6615x0004,2020-11-03,pending,account,3,89.8,2023-08-10,2024-12-15,PayPal,Cancelled,2024-05-18 00:08:12.241730,-14.0660965,-31.009945,c6ab6807-50b7-4c6a-b68a-07ef654a6550,30.183.44.150,Opera/9.27.(X11; Linux x86_64; fy-DE) Presto/2.9.178 Version/11.00
600,Steven Moreno,wfigueroa@example.org,"636 Graham Extension Apt. 315
Hancockhaven, PR 65569",449-683-7258x63412,2021-07-08,pending,adult,4,95.94,2022-10-20,2024-11-28,Credit Card,Cancelled,2024-05-23 04:46:00.091702,-45.258218,-96.036737,d13f6b74-5c7a-4bbe-ac51-b496fe66229b,16.253.182.0,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; en-BW) AppleWebKit/531.5.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.5.2"
601,Danielle Walton MD,teresacruz@example.org,"USS Mueller
FPO AP 55763",+1-902-822-6727x7956,2022-04-08,pending,finish,3,76.01,2023-03-18,2024-11-26,PayPal,Processing,2024-01-22 16:11:06.166105,78.223457,139.499611,3f078e3d-e473-4871-af4d-242f8989c406,5.93.207.37,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0)
602,Barbara Ruiz,kcummings@example.org,"641 Brooks Fort
Lake Heatherfurt, CA 19590",(976)944-7654x2729,2023-02-20,pending,itself,4,28.19,2024-01-10,2024-12-06,Bank Transfer,Delivered,2023-12-18 01:06:24.941020,39.327322,77.107071,50b3a200-e98d-405f-bb66-52107db8e9c1,222.93.152.39,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.1)
603,Jody Myers,katherinemoore@example.org,"335 Patrick Field
West Jennifer, OK 28421",720-672-9612x489,2023-01-14,active,customer,9,27.98,2023-08-21,2024-12-08,Bank Transfer,Processing,2024-02-10 00:26:51.748695,21.6220465,18.966001,eac58fef-b8d7-4454-9318-722787b2aa68,151.196.47.20,Opera/9.48.(X11; Linux x86_64; ku-TR) Presto/2.9.185 Version/10.00
604,Jasmine Mckinney,kellymarshall@example.net,"USCGC Blair
FPO AP 12767",001-803-453-4607x0518,2020-11-30,active,official,7,93.32,2023-01-05,2024-12-08,Bank Transfer,Shipped,2024-07-03 05:03:30.564041,-68.832035,138.068416,f0dd9493-24a3-4ad1-a49c-3026a25c2ce9,83.208.103.78,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/3.0)
605,Adam Velez,briannasnow@example.net,"54047 Arnold Divide
Campbellville, TX 63714",(886)293-7204x468,2020-04-04,inactive,hear,3,53.49,2023-08-02,2024-11-26,PayPal,Cancelled,2024-04-04 04:16:04.208837,34.159515,-59.495865,7f00f1e7-bf98-4588-8ad5-4f29cc2137b0,83.226.39.252,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.1)
606,Paul Romero,phillip97@example.com,"77661 Jacqueline Heights Suite 517
Lake Williamstad, PA 55459",9739700843,2023-04-27,pending,likely,4,41.93,2024-03-16,2024-12-16,Credit Card,Processing,2024-05-14 00:08:55.082990,-13.566041,-120.879888,b937f7f3-74d2-48aa-b56a-deed12276739,135.255.51.169,"Mozilla/5.0 (iPad; CPU iPad OS 12_5_7 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/17.6t2168.0 Mobile/95M929 Safari/535.1"
607,Ashley Ward,garciabruce@example.net,"59428 Joanne Spring Apt. 851
South Robertfort, OH 99176",001-697-428-1882x9920,2020-03-23,inactive,pressure,1,34.61,2023-10-17,2024-12-13,PayPal,Shipped,2024-06-03 23:15:11.234305,16.5863375,146.950448,b3ed9bab-8697-47af-a04d-bf69bb4df3d6,19.244.196.115,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/63.0.831.0 Safari/536.0"
608,Rebecca Johnson,nbailey@example.com,"8592 David Port
Dennisbury, OK 17268",(990)423-3267x1463,2020-10-10,active,Democrat,4,84.7,2023-04-15,2024-12-05,Bank Transfer,Shipped,2023-12-31 10:24:54.403229,-54.4131805,179.715143,0d07be59-27ae-4b2d-95f4-077148f6c057,43.60.227.143,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.26.4 (KHTML, like Gecko) Version/5.0 Safari/535.26.4"
609,Sherri Williams,johnsondawn@example.net,"USNV Krueger
FPO AE 41284",891.461.5427x98555,2022-03-20,pending,view,8,48.25,2022-07-29,2024-11-26,Credit Card,Processing,2024-11-14 13:10:04.756001,84.7202795,-83.825462,83f4c178-c876-456b-99d3-60d573d107f8,172.202.3.57,Opera/8.13.(X11; Linux i686; se-NO) Presto/2.9.177 Version/11.00
610,Christine Abbott,lisahunter@example.net,"425 Brian Terrace Apt. 272
Warrenburgh, IA 18142",+1-994-481-1863x5499,2023-04-30,active,talk,1,72.12,2024-10-21,2024-12-02,Credit Card,Cancelled,2024-11-01 00:12:10.888529,46.920866,159.623414,57fbc1e1-ab30-4093-83d4-68f3fb6c01b0,144.251.16.59,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.0)
611,Logan Gillespie,sandovalcory@example.org,"303 John Circle Suite 069
New Ronnie, ND 69072",3848459711,2021-06-28,inactive,check,9,86.57,2022-03-30,2024-11-30,Bank Transfer,Cancelled,2024-04-29 18:09:52.367224,-16.733443,-161.023541,caefcac1-1f20-4a64-b9ee-6668503a5e3e,97.151.112.238,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0 rv:3.0; shs-CA) AppleWebKit/531.1.6 (KHTML, like Gecko) Version/4.0.4 Safari/531.1.6"
612,Mary Brown,millergary@example.net,"108 Cynthia Ways Apt. 860
Howechester, HI 53662",2929690670,2022-07-01,inactive,ahead,5,73.77,2023-11-09,2024-12-06,PayPal,Delivered,2024-02-02 00:27:43.868572,10.5376775,-159.632050,75f6e70d-af26-4ac7-90a1-a518151c64ef,23.203.62.189,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0 rv:2.0; cmn-TW) AppleWebKit/533.36.6 (KHTML, like Gecko) Version/4.0 Safari/533.36.6"
613,Kelly Nunez,pbarrera@example.org,"USCGC Park
FPO AP 94949",680.875.9572x52081,2024-01-27,inactive,current,4,69.46,2023-11-03,2024-12-19,Bank Transfer,Processing,2024-08-20 13:04:49.818933,-51.697198,-140.166760,305e0ce6-f99c-47d2-b596-a3680d8db1a0,18.109.60.200,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0)
614,Christopher Quinn,dgonzalez@example.com,"66532 Sara Manors
Erikaland, GA 08501",289-508-4113x0836,2022-02-07,inactive,rest,1,13.39,2022-01-01,2024-12-03,PayPal,Shipped,2024-06-23 03:39:22.369306,50.374289,-145.696389,e3cfc5e9-595c-4bf6-9698-2f7e41cd4cce,27.227.26.73,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/3.1)
615,Lisa Reeves,mackphyllis@example.com,"40523 Matthew View
Jenningsport, DE 90822",3133581169,2024-02-18,inactive,her,4,58.37,2023-04-06,2024-12-11,PayPal,Cancelled,2024-01-11 15:11:07.656906,70.8235435,34.382165,81f72cab-608c-4d41-889b-0c519f1d5184,27.235.191.192,"Mozilla/5.0 (iPad; CPU iPad OS 17_4_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/27.0.814.0 Mobile/78F302 Safari/535.2"
616,Rebecca Munoz,joshua54@example.com,"9098 Angela Manors Suite 379
Lake Courtneymouth, MS 40692",001-404-888-4466x83514,2024-09-02,pending,worry,10,14.02,2022-04-05,2024-12-20,PayPal,Cancelled,2024-04-01 00:45:53.756042,72.0237605,-100.523330,81e2de32-c30d-4761-8a4a-4e60393d609c,191.79.195.49,Mozilla/5.0 (Windows NT 5.01; hu-HU; rv:1.9.0.20) Gecko/2069-11-26 01:28:32.360744 Firefox/3.6.12
617,Jessica Eaton,awest@example.com,"753 Anderson Villages
Lake Taylor, IN 18462",480.544.0362,2023-05-19,active,movement,1,77.67,2022-05-24,2024-12-01,PayPal,Delivered,2024-04-26 10:37:49.481152,-78.8797045,-49.515384,5a8514bc-e004-4bfc-b0a3-5ec8ede42b9d,148.48.236.77,Opera/8.23.(X11; Linux x86_64; yue-HK) Presto/2.9.189 Version/12.00
618,Carla Hernandez,thomas01@example.net,"164 Michelle Lane
North Kristenville, DE 00537",(665)691-5345x38222,2021-03-19,inactive,nature,5,55.32,2022-08-17,2024-12-05,PayPal,Shipped,2024-05-30 19:08:38.653262,6.312023,120.039185,41c81d0c-1156-408b-8f18-289bd27ca8f6,166.96.250.103,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/31.0.885.0 Safari/535.1"
619,Julia Navarro,lyonsscott@example.net,"27717 Foster Port
Hollandbury, VT 14785",+1-347-308-3138x2773,2023-12-12,pending,entire,1,34.85,2024-10-11,2024-12-07,Bank Transfer,Cancelled,2024-07-24 11:24:05.185895,49.1536905,-6.717737,ccc13ca1-21ab-43c3-b2c1-9cb51817c703,105.136.229.116,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/61.0.806.0 Safari/534.0"
620,Mary Bishop,brycehall@example.org,"64437 Anthony Vista
South Donaldmouth, UT 70066",813-483-6630x128,2021-02-13,inactive,television,5,11.26,2022-02-10,2024-11-28,Bank Transfer,Cancelled,2024-05-15 14:04:01.878577,-73.693905,69.339507,16fce254-731f-4984-8fb7-89ae0ebe000f,223.215.1.183,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.39.5 (KHTML, like Gecko) Version/5.0 Safari/531.39.5"
621,Thomas Moreno,lisa21@example.com,"89115 Breanna Lights Apt. 653
Kochstad, NV 44209",215.574.8940x24328,2021-10-08,inactive,hotel,4,95.41,2023-01-16,2024-12-15,PayPal,Processing,2024-01-12 06:42:22.889367,77.4596255,36.540123,56943770-86b6-47a4-ae0e-53c5c83dc4a1,34.221.64.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/29.0.850.0 Safari/536.2"
622,Brenda Santos,pachecoshelby@example.org,"656 Black Fields
Barnesside, KY 44984",792.334.5512,2021-03-20,active,site,5,70.83,2024-02-01,2024-11-22,Bank Transfer,Processing,2024-03-06 09:59:06.286122,-42.659250,89.884603,b070b0f6-7eff-45f2-b86b-a80fc42d92b2,135.37.229.202,Opera/8.53.(Windows NT 11.0; pl-PL) Presto/2.9.181 Version/10.00
623,James Harrington,mjoyce@example.com,"8250 Amanda Ranch
Lake Donnamouth, DC 34466",976-894-5314x5028,2022-10-22,inactive,age,2,96.69,2024-06-04,2024-12-16,PayPal,Shipped,2024-09-09 05:44:11.578326,40.8967085,99.178715,5b39adea-6865-4f6f-95f6-e7717e1e7f3c,23.129.154.46,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2546-10-05 19:21:21.597740 Firefox/10.0
624,Andrew Wright,peterblanchard@example.net,"740 James Lodge
New Jonathanview, MH 52797",590-418-5813,2022-01-15,pending,that,7,96.06,2024-01-04,2024-12-01,PayPal,Shipped,2024-10-27 13:47:40.987901,2.322532,100.303983,cf2f0be7-6354-4e84-98a5-e2223d0bd04d,75.63.165.217,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.0)
625,Tiffany Cochran,hmeadows@example.org,"5947 Snyder Village
Danielsland, FL 38830",959.656.9070x0197,2020-03-16,pending,worry,1,49.79,2024-02-12,2024-11-29,PayPal,Processing,2024-10-13 21:03:39.606184,36.752134,-112.215098,c6fece8e-a280-4d24-81fe-af973f775152,176.66.7.167,Opera/8.65.(Windows NT 5.01; cy-GB) Presto/2.9.173 Version/12.00
626,Ryan Rice,justin60@example.com,"7095 Mendez Parkways
Lake Barbaraview, KY 07097",(968)351-4893,2021-05-12,active,enter,1,92.38,2024-05-14,2024-11-29,Bank Transfer,Delivered,2024-06-08 10:20:22.067087,-44.193967,35.609563,8a9a1e3f-fb7d-4ab1-9790-163b177740b8,203.99.96.158,Opera/9.86.(Windows 95; tr-TR) Presto/2.9.178 Version/11.00
